parcel_address,stop_name,distance
9177 LINDBERGH BLVD,3rd St & Crosby St,0.10
9177 LINDBERGH BLVD,Av of the States & 4th St,0.10
9177 LINDBERGH BLVD,MacDade Blvd & South Av,0.04
7800 CITY AVE,Garrett Rd & Lansdowne Av,0.02
5500 LANGDON ST,Langdon St & Sanger St school,0.00
5301-17 FRANKFORD AVE,Frankford Av & Bridge St - FS,0.00
5801 BUSTLETON AVE,Cheltenham Av & Bustleton Av,0.00
11701-03 E ROOSEVELT BLVD,Roosevelt Blvd & Comly - FS,0.00
3000 MEETINGHOUSE RD,Townsend Rd & Natl Archives -opp entrance,0.00
9177 LINDBERGH BLVD,Av of the States & 8th St,0.10
5226-30 RIDGE AVE,Manayunk Av & Ridge Av - FS,0.00
27 RIVER RD,Swedesford Rd & Howellville Rd,0.21
14700 TOWNSEND RD,Broad St & Front St,0.23
14700 TOWNSEND RD,Montgomery St & State St,0.23
14700 TOWNSEND RD,State St & Stockton St - FS,0.23
14700 TOWNSEND RD,State St & Clinton Av,0.23
14700 TOWNSEND RD,Clinton Av & State St,0.23
14700 TOWNSEND RD,State St & Canal St,0.23
14700 TOWNSEND RD,State St & Stockton St,0.23
14700 TOWNSEND RD,State St & Montgomery St,0.23
14700 TOWNSEND RD,Warren St & Lafayette St,0.22
14700 TOWNSEND RD,Warren St & John Fitch Hwy - FS,0.22
100 COUNTY LINE RD,West Rd & Eagle Rd - MBFS,0.12
100 COUNTY LINE RD,West Rd & Eagle Rd - MBNS,0.12
27 RIVER RD,Great Valley Pkwy & Morehall Rd - MBFS,0.27
9177 LINDBERGH BLVD,Chester Rd & Baltimore Pk,0.08
9177 LINDBERGH BLVD,Swarthmore Av & Chester Rd,0.09
9177 LINDBERGH BLVD,Springfield Mall - west,0.09
7800 CITY AVE,Exton Square Mall & County Library,0.35
7800 CITY AVE,Exton Square Mall & North Entrance,0.35
7800 CITY AVE,Swedesford Rd & Pottstown Pk - MBNS,0.35
14700 TOWNSEND RD,Oxford Valley Rd & S Bucks Town Dr,0.12
27 RIVER RD,Foundary Way & Carnegie Blvd,0.26
2800-48 COMLY RD,Caroline Rd & Comly Rd,0.00
9663 PINE RD,Moreland Rd & Easton Rd - FS,0.07
9663 PINE RD,Easton Rd & Moreland Rd - FS,0.07
9663 PINE RD,Easton Rd & Old York Rd - MBNS,0.07
9663 PINE RD,Easton Rd & Old York Rd - MBFS,0.07
8482 HAGYS MILL RD,Main St & Clearfield Av - FS,0.16
8482 HAGYS MILL RD,Main St & Egypt Rd - MBFS,0.14
8482 HAGYS MILL RD,Main St & Stanbridge St,0.11
8482 HAGYS MILL RD,Main St & Park Av - FS,0.16
,Ridge Pk & Wilson Blvd - MBNS,0.19
8482 HAGYS MILL RD,Ridge Pike & Township Line Rd - FS,0.29
8482 HAGYS MILL RD,Ridge Pk & Airport Rd - MBFS,0.35
8482 HAGYS MILL RD,Ridge Pk & Township Line Rd - 2 FS,0.29
8482 HAGYS MILL RD,Ridge Pk & Kline Rd - MBNS,0.28
,Ridge Pk & Level Rd,0.21
8482 HAGYS MILL RD,Main St & Park Av - FS,0.16
140 NORTHWESTERN AVE,Hickory Rd & Fountain Rd - MBFS,0.06
27 RIVER RD,Court Blvd & Allendale Rd - FS,0.13
475 SPRING LN,Markley St & Harding Blvd,0.11
689 SPRING LN,Circle Dr & Lower Farm Rd - MBFS,0.12
9701 GERMANTOWN AVE,Germantown Pk & Plymouth Valley Dr - MBFS,0.07
9701 GERMANTOWN AVE,Germantown Pk & Hallowell Rd - FS,0.07
9600 STENTON AVE,Norristown Rd & Office Ct - FS,0.06
9600 STENTON AVE,Bethlehem Pk & Washington Ln - FS,0.05
9600 STENTON AVE,Pennsylvania Av & Camp Hill Rd,0.04
9600 STENTON AVE,Sumneytown Pk & Dekalb Pk - MBNS,0.11
9600 STENTON AVE,Dekalb Pk & Grasshopper Ln - FS,0.10
689 SPRING LN,Butler Pk & Ridge Av - MBFS,0.05
100 E DUNCANNON AVE,Front St & Duncannon Av,0.00
900 NORTHWESTERN AVE,Church Rd & Park Av - FS,0.01
475 SPRING LN,Ridge Pk & Chemical Rd,0.05
4301 WOODHAVEN RD,Cornwells Heights Station Lot,0.01
4701 FRANKFORD AVE,Margaret St & Frankford Av,0.00
8482 HAGYS MILL RD,4th St & Depot St,0.09
27 RIVER RD,1st Av & Moore Rd - MBNS,0.15
27 RIVER RD,Oaks Mills Shopping Ctr & BJ's ,0.20
27 RIVER RD,SEI Complex & Building 100,0.20
27 RIVER RD,Starr St & Prospect St,0.26
27 RIVER RD,Egypt Rd & Mill Grove Dr ,0.19
8482 HAGYS MILL RD,4th St & Mill St,0.10
8482 HAGYS MILL RD,4th St & DeKalb St,0.10
8482 HAGYS MILL RD,4th & Dekalb St - FS,0.10
8482 HAGYS MILL RD,4th St & Mill St - MBNS,0.10
7800 CITY AVE,West Chester Pk & Boot Rd - MBNS,0.14
7800 CITY AVE,West Chester Pk & Valley Dr,0.27
7800 CITY AVE,West Chester Pk & Westwood Park - 2 FS,0.03
2275 BRIDGE ST,FrankllinTowne Charter School,0.00
7800 CITY AVE,Lancaster Av & Penn St,0.05
27 RIVER RD,Lancaster Av & Leopard Rd,0.18
8200 ENTERPRISE AVE,Enterprise Av & Fort Mifflin Rd,0.00
4200 N BROAD ST,Broad St & Hunting Park Av,0.00
7800 CITY AVE,Baltimore Pk & School Lane,0.15
9177 LINDBERGH BLVD,Hadley Rd & Garret Rd,0.15
7800 CITY AVE,Lansdowne Av Station,0.02
7800 CITY AVE,Redhill Dr & S Central Blvd,0.07
7800 CITY AVE,Redhill Dr & Robinson Dr,0.07
7800 CITY AVE,Manoa Rd & West Chester Pk - FS,0.03
27 RIVER RD,Main St & Nutt Rd - FS,0.26
9177 LINDBERGH BLVD,South Av & Academy Av,0.04
6301 MARKET ST,69th St Blvd & Sansom St,0.01
6300 SPRUCE ST,69th St Blvd & Marshall Rd - FS,0.01
2031 COBBS CREEK PKWY,Main St & Concord Rd - FS,0.02
7800 CITY AVE,Ardmore Junction Station - NHSL,0.03
8482 HAGYS MILL RD,Norristown Transportation Center - NHSL,0.10
7800 CITY AVE,Providence Rd & Jackson St,0.12
9177 LINDBERGH BLVD,Radnor St & Jefferson St,0.12
9177 LINDBERGH BLVD,Radnor St & Baltimore Pk,0.12
9177 LINDBERGH BLVD,Radnor St & Jefferson St,0.12
9177 LINDBERGH BLVD,Gov Printz Blvd & Stevens Dr - FS,0.01
7501 HAVERFORD AVE,Haverford Av & Overbrook Av,0.00
27 RIVER RD,Horizon Dr & Renaissance Blvd,0.08
7600 ELMWOOD AVE,Elmwood Av & 76th St,0.00
475 SPRING LN,Alan Wood Rd & Ridge Pk - MBNS,0.06
2031 COBBS CREEK PKWY,Springfield Rd Station,0.05
6401 CHURCH RD,Montgomery Av & Penn Rd,0.03
6500 MARTINS MILL RD,Martins Mill & Hellerman St,0.00
900 NORTHWESTERN AVE,Ridge Pk & Pine Ridge Rd,0.02
4635-37 W GIRARD AVE,Girard Av & Merion Av,0.00
14700 TOWNSEND RD,W Trenton Av & Woolston Dr - MBFS,0.17
14700 TOWNSEND RD,Arleans Av & Lincoln Hwy - FS,0.15
1974 DEVEREAUX AVE,Bustleton Av & Deveraux Av - FS,0.00
3601 S BROAD ST,Broad St & Zinkoff Blvd - MBNS,0.00
9177 LINDBERGH BLVD,MacDade Blvd & Glenfield Av,0.04
1 N 30TH ST,Schuylkill Av & JFK Blvd,0.00
1 N 30TH ST,Market St & Schuylkill Av - FS,0.00
27 RIVER RD,Bridge St & Main St - MBFS,0.31
27 RIVER RD,10th Av & Church St,0.30
27 RIVER RD,10th Av & Royersford Rd,0.30
27 RIVER RD,Royersford Rd & 10th Av,0.30
27 RIVER RD,10th & Main St,0.30
27 RIVER RD,Valley Forge Rd & Kleyona Av,0.25
2101 MAGEE AVE,Bustleton Av & Magee Av - FS,0.00
490 RED LION RD,Global Rd & Red Lion Rd - FS,0.00
9900 GLOBAL RD,Global Rd & Geiger Rd,0.00
275-99 GEIGER RD,Geiger Rd & Global Rd - MBFS,0.00
211 GEIGER RD,Geiger Rd & Gantry Rd - MBNS,0.00
9985 GANTRY RD,Gantry Rd & Geiger Rd - FS,0.00
200 RED LION RD,Gantry Rd & Red Lion Rd,0.00
5600 CITY AVE,Old Lancaster Rd & City Line Av,0.00
9177 LINDBERGH BLVD,Commerce Dr & McDonald Blvd - MBNS,0.14
5027 GRAYS AVE,Grays Av & 51st St,0.00
4600 RIDGE AVE,Ridge Av & Wissahickon Transfer Center,0.00
2230 ISLAND AVE,Darby Transportation Center - bus,0.02
456 N CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Noble St - FS,0.00
400-14 N CHRISTOPHER COLUMBUS BLVD,Columbus Av & Callowhill St,0.00
2-18 POPLAR ST,Delaware Av & Penn St,0.00
970 N DELAWARE AVE,Delaware Av & Ellen St - FS,0.00
4700 W GIRARD AVE,Girard Av & Merion Av,0.00
7800 CITY AVE,Scenic Rd Station,0.06
8500 ESSINGTON AVE,Philadelphia International Airport,0.00
27 RIVER RD,Morehall Rd & Liberty Blvd - FS,0.26
27 RIVER RD,Morehall Rd & Valley Stream Pkwy - FS,0.27
27 RIVER RD,Morehall Rd & Great Valley - FS,0.27
27 RIVER RD,Bridge St & Main St,0.26
27 RIVER RD,Brennan Blvd & Morehall Rd - MBFS,0.26
27 RIVER RD,Industrial Blvd & Paoli Hospital,0.24
27 RIVER RD,Industrial Blvd & Paoli Hospital,0.24
27 RIVER RD,Morehall Rd & Valley Stream Pkwy - FS,0.27
1 S CHRISTOPHER COLUMBUS BLVD,Penn's Landing - 2,0.00
6301 MARKET ST,Market St & Chatham Rd,0.00
4630-38 CHESTNUT ST,Chestnut St & Farragut St,0.00
3300 CHESTNUT ST,Chestnut St & 33rd St,0.00
408 S CROSKEY ST,Lombard St & 23rd St,0.00
2329 LOMBARD ST,Lombard St & 24th St,0.00
2433 LOMBARD ST,Lombard St & 25th St,0.00
2531 LOMBARD ST,Lombard St & 26th St,0.00
500-40 S 27TH ST,27th St & South St,0.00
3401-99 SPRUCE ST,Spruce St & 34th St - FS,0.00
2600 SOUTH ST,South St & 26th St,0.00
600 S 24TH ST,South St & 25th St,0.00
600 S 24TH ST,South St & 24th St,0.00
2300 SOUTH ST,South St & 23rd St,0.00
3200 SOUTH ST,South St & Convention Av,0.00
2624 SOUTH ST,South St & 27th St - FS,0.00
100 COUNTY LINE RD,Bustleton Av & Stoltz Av,0.02
3200 WALNUT ST,South St & Convention Av,0.00
3151 MARKET ST,Market St & JFK Blvd,0.00
7800 CITY AVE,Pottstown Pk & Ship Rd - FS,0.36
27 RIVER RD,Welsh Pool Rd & Phillips Rd,0.38
27 RIVER RD,Welsh Pool Rd & Gordon Dr,0.39
7800 CITY AVE,Uwchlan Av & Marsh Creek Dr - MBNS,0.38
7800 CITY AVE,Uwchlan Av & Pottstown Pk - MBFS,0.39
7800 CITY AVE,Eagleview Blvd & Dowlin Forge Rd,0.39
7800 CITY AVE,Eagleview Blvd & Sherree Blvd,0.39
689 SPRING LN,Pine St & Fornance St,0.11
9177 LINDBERGH BLVD,Creek Parkway & Conchester Hwy,0.20
7800 CITY AVE,Eagleview Blvd & Wharton Blvd - FS,0.40
7800 CITY AVE,Eagleview Blvd & Sheree Blvd - MBNS,0.40
7800 CITY AVE,Uwchlan Av & Holmes,0.39
27 RIVER RD,Uwchlan Av & Gordon Dr - MBNS,0.39
7800 CITY AVE,Welsh Pool Rd & Pickering Way,0.37
14700 TOWNSEND RD,Old Lincoln Hwy & Carter Av,0.05
14700 TOWNSEND RD,W Trenton Av & Valerie Rd,0.17
14700 TOWNSEND RD,W Trenton Av & Allendale Dr - MBNS,0.18
14700 TOWNSEND RD,Arleans Av & Avenrowe Ct ,0.15
7800 CITY AVE,Lancaster Av & Morehall Rd - FS,0.25
7800 CITY AVE,West Chester Pk & Alice Grim Blvd,0.15
9177 LINDBERGH BLVD,Baltimore Pk & Valley Rd - FS,0.19
9177 LINDBERGH BLVD,Baltimore Pk & Valley Rd,0.19
789 FRANKLIN MILLS CIR,Knights & Mechanicsville Rd - MBNS,0.00
3102 MECHANICSVILLE RD,Knights Rd & Street Rd,0.01
6742 LEBANON AVE,68th St & Lebanon Av,0.00
1045 N 68TH ST,68th St & Malvern Av,0.00
1020 N 66TH ST,Malvern Av & 66th St,0.00
6401 CHURCH RD,Lankenau & Lancaster - MBFS,0.00
7300 CITY AVE,Lancaster Av & Church Rd - Ardmore,0.03
7581-99 HAVERFORD AVE,Montgomery Av & Bleddyn Rd,0.04
7800 CITY AVE,Lancaster Av & Booth Ln,0.05
27 RIVER RD,Lancaster Av & Arlington Rd - MBFS,0.17
27 RIVER RD,Lancaster Av & Lakeside Av - FS,0.17
27 RIVER RD,Lancaster Av & Arlington Rd - MBNS,0.17
27 RIVER RD,Lancaster Av & Doyle Rd,0.13
6416 CITY AVE,Lancaster & Indian Creek Rd,0.01
1047 N 68TH ST,Malvern Av & 68th St,0.00
6741 LEBANON AVE,68th & Lebanon Av,0.00
7800 CITY AVE,Township Line Rd & Grove Pl,0.00
7500 WOODBINE AVE,Woodbine Av & 75th St,0.00
7700-98 CITY AVE,City Av & Overbrook Pkwy,0.00
7800 CITY AVE,Township Line Rd & Grove Pl,0.00
7700-98 CITY AVE,City Av & Overbrook Pkwy,0.00
1911 N 76TH ST,Woodside & Montgomery - FS,0.04
7700-98 CITY AVE,Haverford Rd & Argyle Rd,0.02
1911 N 76TH ST,Haverford & Manoa Rd - FS,0.01
12900 KNIGHTS RD,Plum Av & Knights Rd - MBFS,0.00
14700 TOWNSEND RD,Hulmeville Rd & Bensalem Blvd - MBFS,0.06
100 COUNTY LINE RD,Bucks County Community College 3,0.11
4301 BYBERRY RD,Market St & Wood St,0.10
4301 BYBERRY RD,Veterans Hwy & Winder Dr - MBFS,0.08
3102 MECHANICSVILLE RD,Byberry Rd & Knights Rd - MBNS,0.02
10741 CRESTMONT AVE,Bristol Pk & Colonial Av,0.00
4301 BYBERRY RD,Ford Rd & Bridgewater Rd,0.03
4301 BYBERRY RD,Rittenhouse Circle 200 ,0.07
14700 TOWNSEND RD,Durham Rd & Woodland Av,0.07
689 SPRING LN,Butler Pk & Ridge Pk - MBNS,0.05
9701 GERMANTOWN AVE,Germantown Pk & Rodgers Dr,0.00
9701 GERMANTOWN AVE,Germantown Pk & Rodgers Dr,0.00
7440 GEORGIAN RD,Old York Rd & Wyncote Rd,0.03
950 NORTHWESTERN AVE,Germantown Pk & Butler Pk,0.05
15225 WAYSIDE RD,Pheasant Run & Terry - MBNS,0.13
701 WISES MILL RD,Henry Av & Wises Mill Rd,0.00
8711 RIDGE AVE,Ridge Av & Grakyn Ln - MBFS,0.00
9001 RIDGE AVE,Ridge Av & Ayrdale Rd,0.00
9101 AYRDALE CRESCENT,Ridge Av & Northwestern Av - MBFS,0.00
9101 AYRDALE CRESCENT,Ridge Pk & Barren Hill Rd - MBNS,0.01
900 NORTHWESTERN AVE,Cresent Av & Wagner Rd,0.01
950 NORTHWESTERN AVE,Crescent Av & Germantown Pk,0.01
9101 AYRDALE CRESCENT,Ridge Pk & Birch Dr - MBFS,0.03
9038 AYRDALECRESCENT ST,Ridge Pk & Spring Mill Rd - MBNS,0.04
689 SPRING LN,Ridge Pk & Butler Pk - MBNS,0.05
689 SPRING LN,Ridge Pk & Spring Mill Rd - FS,0.04
9101 AYRDALE CRESCENT,Ridge Pk & Birch Dr,0.03
900 NORTHWESTERN AVE,Ridge Pk &  S Gilinger Rd,0.02
900 NORTHWESTERN AVE,Ridge Pk & Holly Ln - FS,0.02
9101 AYRDALE CRESCENT,Ridge Av & Northwestern Av - FS,0.00
641 GATES ST,Henry Av & Gates St,0.00
4104-06 MANAYUNK AVE,Manayunk Av & Burnside St,0.00
3877 MANAYUNK AVE,Manayunk Av & Hermit St - FS,0.00
643 LEVERINGTON AVE,Henry Av & Leverington Av,0.00
664 LEVERINGTON AVE,Henry Av & Hermitage St,0.00
,Marshall St & Swede St,0.10
,Swede St & Marshall St - FS,0.10
15225 WAYSIDE RD,Somerton Rd & Trevose Rd - MBNS,0.01
2980 SOUTHAMPTON RD,Byberry Rd & Townsend Rd - MBNS,0.00
9212 ACADEMY RD,Academy Rd & Outlook Av,0.00
2946 JOEY DR,Holme Av & Arthur St - FS,0.00
12825 GALDI LN,Mechanicsville Rd & Mechanicsville Pl,0.00
14700 TOWNSEND RD,Neshaminy Blvd & Rockhill Rd - MBFS,0.02
14700 TOWNSEND RD,Maple Av & Wheeler Way,0.09
8111 OXFORD AVE,Forrest Av & Fox Chase Rd- FS,0.02
,50th & Parkside Loop,0.00
10 WELSH RD,Old York Rd & Sunset Ln,0.08
100 COUNTY LINE RD,Street Rd & Walmart Dr,0.09
100 COUNTY LINE RD,Jacksonville Rd & Liberty Ln,0.09
100 COUNTY LINE RD,Jacksonville Rd & Van Horn Dr,0.09
10 WELSH RD,Old York Rd & Sunset Ln - FS,0.08
9620 PINE RD,Old York Rd & Easton Rd - FS,0.07
7800 CITY AVE,West Chester Pk & Edgemont Country Club Rd,0.18
7800 CITY AVE,West Chester & Whispering Brooke Dr,0.20
9177 LINDBERGH BLVD,Ridge Rd & Market St,0.16
2500 S 77TH ST,MacDade Blvd & Wayne Av,0.03
232-42 W WALNUT LN,Walnut Ln & Greene St - MBNS,0.00
968 N 66TH ST,66th St & Lebanon Av - MBNS,0.00
2035 S COLLEGE AVE,Girard Av & 24th St,0.00
700 W ALLEGHENY AVE,Allegheny Av & 7th St,0.00
3164 N 6TH ST,Allegheny Av & 6th St,0.00
3150 MASCHER ST,Allegheny Av & Mascher St,0.00
2084 E ALLEGHENY AVE,Allegheny Av & Amber St,0.00
2634 E ALLEGHENY AVE,Allegheny Av & Thompson St,0.00
2639 E ALLEGHENY AVE,Allegheny Av & Thompson St,0.00
2301 E ALLEGHENY AVE,Allegheny Av & Tulip St,0.00
129-59 W ALLEGHENY AVE,Allegheny Av & Mascher St,0.00
700 W LEHIGH AVE,Lehigh Av & 7th St,0.00
260 W LEHIGH AVE,Lehigh Av & American St,0.00
2330 E CAMBRIA ST,Cambria St & Memphis St,0.00
339 E LEHIGH AVE,Lehigh Av & Gurney St,0.00
217-31 W LEHIGH AVE,Lehigh Av & American St,0.00
623 W LEHIGH AVE,Lehigh Av & 7th St,0.00
2201-07 W VENANGO ST,22nd St & Venango St - FS,0.00
2201 W SOMERSET ST,22nd St & Somerset St,0.00
1551 W CHAMPLOST AVE,Champlost Av & 16th St,0.00
6859 OGONTZ AVE,Ogontz Av & 69th Av,0.00
2131 72ND AVE,Ogontz Av & 72nd Av,0.00
9600 STENTON AVE,Morris Rd & Cathcart Rd,0.09
400 UNIVERSITY AVE,Woodland Av & 39th St,0.00
3701 CIVIC CENTER BLVD,Civic Center Blvd & Health Sciences,0.00
504 OVERHILL AVE,Philmont Av & Overhill Av - FS,0.00
14000 BUSTLETON AVE,Philmont Av & Overhill Av,0.00
401 S 42ND ST,42nd St & Pine St,0.00
4126-38 WALNUT ST,42nd St & Walnut St,0.00
4100 CHESTNUT ST,42nd St & Chestnut St,0.00
319-39 N 41ST ST,41st St & Baring St,0.00
4641 E ROOSEVELT BLVD,Roosevelt Blvd & Adams Av,0.00
4401 HAVERFORD AVE,Haverford Av & 46th St - MBNS,0.00
5331-41 HAVERFORD AVE,Haverford Av & 54th St,0.00
4601-27 CHESTNUT ST,Farragut St & Chestnut St - FS,0.00
1500-42 MARKET ST,15th St & Ranstead St,0.00
3701 MARKET ST,Market St & 37th St,0.00
4629 WALNUT ST,Farragut St & Walnut St,0.00
800 N 63RD ST,Lansdowne Av & 63rd St - MBFS,0.00
3601 CONSHOHOCKEN AVE,Conshohocken Av & E Country Club Rd,0.00
4302 PARKSIDE AVE,Parkside Av & Belmont Av - FS,0.00
2500 SPRING GARDEN ST,Art Museum Dr & Spring Garden St - 3,0.00
2701-99 BELMONT AVE,Belmont Av & Conshohocken Av - MBNS,0.00
3899 RICHMOND ST,Delaware Av & Wheatsheaf Ln,0.00
3000 E VENANGO ST,Delaware Av & Tioga St,0.00
3001 E ALLEGHENY AVE,Delaware Av & Ontario St,0.00
3001 E ALLEGHENY AVE,Delaware Av & Allegheny Av,0.00
2867-79 E ALLEGHENY AVE,Allegheny Av & Bath St,0.00
4952-64 PARKSIDE AVE,50th St & Parkside Av,0.00
1300-38 BELMONT AVE,Belmont Av & Thompson st,0.00
1030-42 BELMONT AVE,Belmont Av & Mantua Av,0.00
3600 SPRING GARDEN ST,Spring Garden St & 36th St,0.00
3500 SPRING GARDEN ST,Spring Garden St & 35th St,0.00
1001-99 N DELAWARE AVE,Delaware Av & Sugarhouse Dr,0.00
6100 CITY AVE,Montgomery Av & Mc Clenaghan Mill R,0.03
5745 BALTIMORE AVE,58th St & Batimore Av - FS,0.00
6208-26 LANCASTER AVE,Lancaster Av & Malvern Av,0.00
2651 S 11TH ST,11th St & Oregon Av - FS,0.00
7640-52 GERMANTOWN AVE,Germantown Av & Mermaid Ln,0.00
7700 GERMANTOWN AVE,Germantown Av & Mermaid Ln,0.00
4301 BYBERRY RD,Bristol Pk & Haines Rd - FS,0.13
9177 LINDBERGH BLVD,Engle St & 12th St,0.13
2653 S 7TH ST,7th St & Oregon Av - FS,0.00
6900 COBBS CREEK PKWY,Chester Av & Yeadon Av,0.00
2071 COBBS CREEK PKWY,10th St & Main St,0.02
9177 LINDBERGH BLVD,Tinicum Island Rd & Scott Way - MBNS,0.00
5532 RISING SUN AVE,Rising Sun Av & Olney Av - FS,0.00
4 OREGON AVE,Oregon Av & Weccacoe Av,0.00
3100 S 20TH ST,20th St & Penrose Av - MBFS,0.00
3601 S BROAD ST,11th St & I95,0.00
2000-08 OREGON AVE,20th St & Oregon Av - FS,0.00
848 CHRISTIAN ST,9th St & Christian St,0.00
1800 N 77TH ST,77th St & Sherwood Rd,0.00
7701-53 BROOKHAVEN RD,77th St & Brookhaven Rd,0.00
3883 RIDGE AVE,Ridge Av & Clearfield St,0.00
901-05 N 45TH ST,Westminster Av & Lancaster Av,0.00
901 N 48TH ST,Westminster Av & 48th St,0.00
4800-24 WALNUT ST,48th St & Walnut St - FS,0.00
1134-36 S FRONT ST,Front St & Wharton St,0.00
1400 S CHRISTOPHER COLUMBUS BLVD,Reed St & Columbus Blvd,0.00
1401-99 S FRONT ST,Reed St & Water St,0.00
1641-45 N 33RD ST,Cecil B Moore Av & 33rd St - FS,0.00
2877 KENSINGTON AVE,Cambria St & Kensington Av - FS,0.00
3101 RED LION RD,Red Lion Rd & Academy Rd - FS,0.00
9901 E ROOSEVELT BLVD,Grant Rd & Academy Rd - FS,0.00
4431-35 LANCASTER AVE,Westminster Av & Belmont Av,0.00
30-48 SNYDER AVE,Snyder Av & Water St,0.00
16 SNYDER AVE,Snyder Av & Weccacoe Av,0.00
201L S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Dock St,0.00
1 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Chestnut St,0.00
1873 FRANKFORD AVE,Norris St & Frankford Av - FS,0.00
2320 ORTHODOX ST,Orthodox St & Melrose St,0.00
2701 CASTOR AVE,Castor Av & Thompson St,0.00
2535-37 CASTOR AVE,Castor Av & Gaul St,0.00
120 N CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Race St - MBFS,0.00
1 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Walnut St,0.00
201L S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Dock St,0.00
611 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & South St - FS,0.00
1100 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Washington Av - MBFS,0.00
1850 S CHRISTOPHER COLUMBUS BLVD,Columbus Blvd & Pier 70 Blvd,0.00
2500 W CHELTENHAM AVE,Glenside Av & Glenview Av,0.03
1709 RIDGE AVE,Ridge Av & Poplar St,0.00
3701 RIDGE AVE,Ridge Av & Hunting Park Av - FS,0.00
3901-31 MAIN ST,Main St & Hermit St,0.00
4 LEVERINGTON AVE,Leverington St & Main St - FS,0.00
4867 UMBRIA ST,Umbria St & Lemonte St,0.00
4 LEVERINGTON AVE,Leverington St & Main St,0.00
4386-90 MAIN ST,Main St & Levering St,0.00
3791 MAIN ST,Main St & Dawson St,0.00
3742-48 MAIN ST,Main St & Kalos St,0.00
4054 RIDGE AVE,Ridge Av & Ferry Rd - FS,0.00
4602-08 CANTON ST,Leverington Av & Main St,0.00
7124-62 RIDGE AVE,Domino La & Ridge Av,0.00
8300 RIDGE AVE,Ridge Av & Port Royal Av,0.00
2300-20 WALNUT ST,23rd St & Walnut St - FS,0.00
4301 BYBERRY RD,Old US 13 & Market St,0.10
4301 BYBERRY RD,Pond St & Mulberry St - MBFS,0.10
4301 BYBERRY RD,Jefferson Av & Radcliffe St - FS,0.11
500-50 E ERIE AVE,Erie Av & D St - MBFS,0.00
801 E ERIE AVE,Erie Av & G St - MBNS,0.00
3955-69 CONSHOHOCKEN AVE,Conshohocken Av & Cranston Rd - MBNS,0.00
4519-45 CHESTNUT ST,46th St & Ludlow St,0.00
2450 ISLAND AVE,Island Av & Elmwood Av,0.00
5200 C ST,C St & Ashland St,0.00
9600 STENTON AVE,Washington St & Madison Av,0.25
9600 STENTON AVE,Reliance Rd & 3rd St,0.25
9600 STENTON AVE,Main St & Summit St,0.24
9600 STENTON AVE,Main St & Chestnut St,0.24
9600 STENTON AVE,Unionville Pk & Richmond Rd - FS,0.21
9600 STENTON AVE,Unionville Pk & Richmond Rd,0.21
9600 STENTON AVE,Broad St & Market St,0.20
9600 STENTON AVE,Broad St & Main St,0.20
9600 STENTON AVE,Broad St & Cowpath Rd,0.17
9600 STENTON AVE,North Wales Rd & Harbor La - FS,0.15
9600 STENTON AVE,North Wales Rd & Horsham Rd - MBNS,0.15
9600 STENTON AVE,Cowpath Rd & Bethlehem Pk - MBFS,0.16
9600 STENTON AVE,Cowpath Rd & Taylor Rd,0.16
9600 STENTON AVE,Cowpath Rd & Brookside Dr - FS,0.17
9600 STENTON AVE,Forty Foot Rd & Towamencin Av - FS,0.20
9600 STENTON AVE,Forty Foot Rd & Towamencin Av,0.20
9600 STENTON AVE,Broad St & Wayne Av,0.20
9600 STENTON AVE,Broad St & Wayne Av,0.20
9600 STENTON AVE,Bethlehem Pk & Township Line Rd,0.23
9600 STENTON AVE,Bethlehem Pk & Township Line Rd,0.23
9600 STENTON AVE,Reliance Rd & 2nd St,0.25
9600 STENTON AVE,Reliance Rd & 2nd St,0.25
9600 STENTON AVE,Washington St & Broad St,0.26
9600 STENTON AVE,Main St & Valley Forge Rd,0.17
9600 STENTON AVE,Main St & Richardson Av,0.16
9600 STENTON AVE,Broad St & Main St - MBFS,0.16
9600 STENTON AVE,Broad St & 5th St,0.16
9600 STENTON AVE,Broad St & 7th St,0.16
9600 STENTON AVE,Broad St & Hatfield St,0.16
7999 STATE RD,State Rd & Ashburner St - 1 MBNS,0.00
2901 COTTMAN AVE,Cottman Av & Brous Av,0.00
9600 STENTON AVE,Cowpath Rd & Bethlehem Pk - MBNS,0.16
9600 STENTON AVE,Horsham Rd & Bethlehem Pk - FS,0.16
9600 STENTON AVE,Cowpath Rd & Lansdale Av,0.16
9600 STENTON AVE,Broad St & Main St,0.20
800-34 WALNUT ST,8th St & Walnut St - FS,0.00
9177 LINDBERGH BLVD,Baltimore Pk & State Farm Dr - FS,0.27
1601 COTTMAN AVE,Glendale Av & Cottman Av,0.00
5570 RISING SUN AVE,Olney Av & Rising Sun Av,0.00
6800 BUSTLETON AVE,Bustleton Av & Knorr St,0.00
5675 N FRONT ST,Olney Square - 2 DollarTree,0.00
