parcel_address,stop_name,distance
5155 WAYNE AVE,Wayne Av & Hansberry St,0.00
186 W QUEEN LN,Wayne Av & Queen Ln,0.00
5351 WAYNE AVE,Wayne Av & Coulter St,0.00
5457 WAYNE AVE,Wayne Av & School House Ln,0.00
5801 WAYNE AVE,Wayne Av & Rittenhouse St,0.00
5937 WAYNE AVE,Wayne Av & Harvey St,0.00
280 W WALNUT LN,Wayne Av & Walnut Ln,0.00
6141 WAYNE AVE,Wayne Av & Tulpehocken St,0.00
6223-25 WAYNE AVE,Wayne Av & Washington Ln,0.00
370 W JOHNSON ST,Wayne Av & Johnson St,0.00
6521 WAYNE AVE,Wayne Av & Hortter St,0.00
6623 WAYNE AVE,Wayne Av & Springer St ,0.00
6651 WAYNE AVE,Wayne Av & Arbutus St,0.00
740 WESTVIEW AVE,Wayne Av & Westview St ,0.00
7001 WISSAHICKON AVE,Sedgwick St & Wayne Av Loop,0.00
801 WESTVIEW AVE,Wayne Av & Westview St,0.00
600 ARBUTUS ST,Wayne Av & Arbutus St - FS,0.00
600 BURNHAM RD,Wayne Av & Springer St ,0.00
6600 WAYNE AVE,Wayne Av & Hortter St ,0.00
6452-98 LINCOLN DR,Wayne Av & Lincoln Dr ,0.00
6224 WAYNE AVE,Wayne Av & Washington Ln,0.00
6200-08 WAYNE AVE,Wayne Av & Tulpehocken St,0.00
401-21 W WALNUT LN,Wayne Av & Walnut Ln,0.00
6002 WAYNE AVE,Wayne Av & Harvey St ,0.00
5900 WAYNE AVE,Wayne Av & Rittenhouse St,0.00
201 W SCHOOL HOUSE LN,Wayne Av & School House Ln,0.00
5400-02 WAYNE AVE,Wayne Av & Coulter St,0.00
5300 WAYNE AVE,Wayne Av & Queen Ln ,0.00
5200-08 WAYNE AVE,Wayne Av & Hansberry St,0.00
5000 WAYNE AVE,Wayne Av & Seymour St ,0.00
4740 WAYNE AVE,Wayne Av & Logan St,0.00
4700 WAYNE AVE,Wayne Av & Abbottsford Av,0.00
4600 WAYNE AVE,Wayne Av & Apsley St,0.00
4318 CLARISSA ST,Clarissa St & Dennie St,0.00
4310 CLARISSA ST,Clarissa St & Bristol St ,0.00
4300 CLARISSA ST,Clarissa St & Juniata St,0.00
1801-23 W HUNTING PARK AVE,Clarissa St & Hunting Park Av,0.00
3900-58 N 18TH ST,18th St & Pike St,0.00
1200 W ERIE AVE,Erie Av & Old York Rd,0.00
935 W ERIE AVE,10th St & Erie Av - FS,0.00
3761 N 10TH ST,10th St & Butler St,0.00
3859 N 10TH ST,10th St & Pike St,0.00
3959 N 10TH ST,10th St & Luzerne St ,0.00
1201 LOCUST ST,12th St & Locust St ,0.00
435-45 OREGON AVE,Oregon Av & 5th St ,0.00
2655 S 6TH ST,Oregon Av & 6th St ,0.00
1201 SPRUCE ST,12th St & Spruce St ,0.00
1201 PINE ST,12th St & Pine St ,0.00
1201 LOMBARD ST,12th St & Lombard St ,0.00
512 S 12TH ST,12th St & South St ,0.00
626 S 12TH ST,12th St & Bainbridge St ,0.00
1201-15 FITZWATER ST,12th St & Fitzwater St ,0.00
750 S 12TH ST,12th St & Catharine St ,0.00
824 S 12TH ST,12th St & Christian St ,0.00
930 S 12TH ST,12th St & Carpenter St ,0.00
1201 ELLSWORTH ST,12th St & Ellsworth St ,0.00
1201 FEDERAL ST,12th St & Federal St ,0.00
1201-03 WHARTON ST,12th St & Wharton St,0.00
1200 WHARTON ST,12th St & Reed St ,0.00
1436 S 12TH ST,12th St & Dickinson St ,0.00
1548 S 12TH ST,12th St & Tasker St ,0.00
4259 HOUGHTON ST,Roxborough Av & Houghton St ,0.00
1646-48 S 12TH ST,12th St & Morris St ,0.00
5892 HENRY AVE,Roxborough Av & Henry Av ,0.00
1736 S 12TH ST,12th St & Moore St ,0.00
5850 HENRY AVE,Henry Av & Rector St ,0.00
592-94 JAMESTOWN AVE,Henry Av & Jamestown St,0.00
630 WALNUT LN,Henry Av & Walnut Ln,0.00
614 MARKLE ST,Henry Av & Markle St,0.00
5500 HENRY AVE,Henry Av & Hermit St ,0.00
3333 W SCHOOL HOUSE LN,Henry Av & School House Ln ,0.00
3900 HENRY AVE,Henry Av & Coulter St ,0.00
3804 HENRY AVE,Henry Av & Midvale Av,0.00
3301 W QUEEN LN,Henry Av & Queen Ln ,0.00
3522 HENRY AVE,Henry Av & Ainslie St,0.00
3400 HENRY AVE,Henry Av &  Bowman St ,0.00
3232 HENRY AVE,Henry Av & Abbottsford Av - FS,0.00
2901 W ALLEGHENY AVE,Hunting Park Av & Henry Av - FS,0.00
2901 W ALLEGHENY AVE,Hunting Park Av & 29th St,0.00
3001 W LEHIGH AVE,Chalmers Av & Lehigh Av ,0.00
3101 W LEHIGH AVE,Lehigh Av & 31st St,0.00
2652 N 33RD ST,33rd St & Lehigh Av - FS,0.00
2600 N 33RD ST,33rd St & Huntingdon St,0.00
2500 N 33RD ST,33rd St & Cumberland St,0.00
3301 RIDGE AVE,33rd St & York St,0.00
3250 RIDGE AVE,33rd St & Dauphin St,0.00
2201 N 33RD ST,33rd St & Susquehanna Av,0.00
2101 N 33RD ST,33rd St & Diamond St,0.00
1947 N 33RD ST,33rd St & Norris St,0.00
1901-09 N 33RD ST,33rd St & Berks St ,0.00
1801 N 33RD ST,33rd St & Montgomery Av ,0.00
1701-17 N 33RD ST,33rd St & Cecil B Moore Av,0.00
2800 POPLAR ST,Poplar St & 28th St,0.00
2700 POPLAR ST,Poplar St & 27th St ,0.00
888 N 26TH ST,Poplar St & 26th St,0.00
838 N 26TH ST,26th St & Parrish St,0.00
2601-03 BROWN ST,26th St & Brown St,0.00
754 N 26TH ST,26th St & Aspen St ,0.00
2601 PENNSYLVANIA AVE,26th St & Pennsylvania Av ,0.00
2401 PENNSYLVANIA AVE,Pennsylvania Av & 25th St ,0.00
2334 GREEN ST,Pennsylvania Av & 24th St,0.00
2201 PENNSYLVANIA AVE,Pennsylvania Av & Spring Garden St - MBFS,0.00
2025L BENJAMIN FRANKLIN PKWY,21st St & Ben Franklin Pkwy,0.00
1846 S 12TH ST,12th St & Mifflin St ,0.00
1948 S 12TH ST,12th St & McKean St ,0.00
1201 SNYDER AVE,12th St & Snyder Av ,0.00
1201 JACKSON ST,12th St & Jackson St ,0.00
2240 S 12TH ST,12th St & Wolf St ,0.00
2340 S 12TH ST,12th St & Ritner St ,0.00
2448 S 12TH ST,12th St & Porter St ,0.00
2548 S 12TH ST,12th St & Shunk St ,0.00
2654 S 12TH ST,12th St & Oregon Av,0.00
2700 S 10TH ST,Oregon Av & 10th St ,0.00
2742 S 10TH ST,10th St & Johnston St ,0.00
2101 S 11TH ST,11th St & Snyder Av,0.00
5824-26 N BROAD ST,Old York Rd & Nedro Av,0.00
6050 N BROAD ST,Old York Rd & Church Ln,0.00
6161 OLD YORK RD,Old York Rd & Godfrey Av,0.00
6201 OLD YORK RD,Old York Rd & Stenton Av,0.00
1901 S 11TH ST,11th St & Mifflin St ,0.00
1801-03 S 11TH ST,11th St & Moore St ,0.00
6301 OLD YORK RD,Old York Rd & Medary Av - FS,0.00
1701 S 11TH ST,11th St & Morris St ,0.00
6363 OLD YORK RD,Old York Rd & Chelten Av,0.00
1501-03 E PASSYUNK AVE,Passyunk Av & Dickinson St ,0.00
1407-13 E PASSYUNK AVE,Passyunk Av & 10th St ,0.00
1301 S 11TH ST,11th St & Wharton St ,0.00
6701 OLD YORK RD,Old York Rd & Broad St - FS,0.00
6731 OLD YORK RD,Old York Rd & 68th Av,0.00
6835-47 OLD YORK RD,Old York Rd & 69th Av,0.00
6908-12 N 12TH ST,Old York Rd & Lakeside Av,0.00
6957 OLD YORK RD,Old York Rd & 70th Av,0.00
7107 OLD YORK RD,Old York Rd & 71st Av,0.00
7200 OLD YORK RD,Old York Rd & Valley Rd,0.00
7208 N BROAD ST,Old York Rd  & Melrose Av,0.01
7208 N BROAD ST,Old York Rd & Academy Ln,0.01
1436 W CHELTENHAM AVE,Old York Rd & Ashbourne Rd,0.01
1436 W CHELTENHAM AVE,Old York Rd & Spring Av,0.01
1410-26 W CHELTENHAM AVE,Old York Rd & Chelten Hills Dr,0.02
1410-26 W CHELTENHAM AVE,Old York Rd & Stahr Rd,0.02
1410-26 W CHELTENHAM AVE,Old York Rd & Church Rd,0.02
1410-26 W CHELTENHAM AVE,Old York Rd & Forrest Av,0.02
1726 W CHELTENHAM AVE,Old York Rd & Meetinghouse Rd - FS,0.02
1812-28 W CHELTENHAM AVE,Old York Rd & Breyer Dr,0.03
1910 W CHELTENHAM AVE,Old York Rd & Lenox Rd,0.03
2000 W CHELTENHAM AVE,Old York Rd & Greenwood Av,0.04
2100 W CHELTENHAM AVE,Old York Rd & West Av - FS,0.04
2120 W CHELTENHAM AVE,Old York Rd & Homestead Rd,0.04
2166 W CHELTENHAM AVE,Old York Rd & Vista Rd - FS,0.04
2262 E WASHINGTON LN,Old York Rd & Rydal Rd,0.04
2262 E WASHINGTON LN,Old York Rd & Madeira Av,0.04
8042 BURHOLME AVE,Old York Rd & Rodman Av,0.05
8108 BURHOLME AVE,Old York Rd & Baeder Rd,0.05
8400 PINE RD,Old York Rd & Brook Rd,0.05
8400 PINE RD,Old York Rd & Susquehanna Rd,0.05
9040 PINE RD,Old York Rd & Horace Av,0.06
9040 PINE RD,Old York Rd & Woodland Rd,0.06
9040 PINE RD,Old York Rd & Keith Rd,0.06
9040 PINE RD,Old York Rd & Rockwell Rd,0.06
9040 PINE RD,Old York Rd & London Rd - FS,0.06
9040 PINE RD,Old York Rd & Jericho Rd - MBNS,0.06
9040 PINE RD,Old York Rd & Butler Av,0.06
9040 PINE RD,Old York Rd & Chester Av,0.06
9040 PINE RD,Old York Rd & Rubicam Av,0.06
100 BETH DR,Old York Rd & Old Welsh Rd,0.06
100 BETH DR,Old York Rd & Parkview Av,0.06
9663 PINE RD,Old York Rd & Moreland Rd,0.06
9663 PINE RD,Old York Rd & Quigley Av,0.06
9620 PINE RD,Old York Rd & Church St,0.07
9620 PINE RD,Old York Rd & Memorial Park/Easton Rd,0.07
9620 PINE RD,Easton Rd & Center Av,0.07
9620 PINE RD,Easton Rd & Allison Rd,0.07
9620 PINE RD,Easton Rd & Barrett Rd,0.08
9620 PINE RD,Easton Rd & Lincoln Av,0.08
9620 PINE RD,Easton Rd & Ellis Rd,0.08
9620 PINE RD,Easton Rd & Gilpin Av,0.08
9620 PINE RD,Easton Rd & Russell Rd - FS,0.08
9620 PINE RD,Easton Rd & Fitzwatertown Rd - MBNS,0.08
9620 PINE RD,Easton Rd & Wyandotte Rd - FS,0.08
9620 PINE RD,Easton Rd & Maryland Rd,0.09
10 WELSH RD,Easton Rd & Linden Av - FS,0.09
10 WELSH RD,Easton Rd & Blair Mill Rd - MBFS,0.10
10 WELSH RD,Easton Rd & Horsham Rd - FS,0.10
70 RED LION RD,Easton Rd & Meetinghouse Rd,0.11
1 RED LION RD,Easton Rd & Columbia Av - FS,0.11
11148 HENDRIX ST,Easton Rd & County Line Rd,0.14
100 COUNTY LINE RD,Easton Rd & Paul Valley Rd - MBNS,0.15
100 COUNTY LINE RD,Easton Rd & Shetland Dr,0.16
100 COUNTY LINE RD,Easton Rd & K St,0.16
100 COUNTY LINE RD,Easton Rd & Oxford Dr - FS,0.16
100 COUNTY LINE RD,Easton Rd & Bristol Rd,0.16
100 COUNTY LINE RD,Easton Rd & Kelly Dr - FS,0.17
100 COUNTY LINE RD,Easton Rd & Almshouse Rd - MBFS,0.18
100 COUNTY LINE RD,Easton Rd & Edison Furlong Rd - FS,0.18
100 COUNTY LINE RD,Main St & Steeplechase Dr - FS,0.20
100 COUNTY LINE RD,Street Rd & Park Av - MBFS,0.09
100 COUNTY LINE RD,Street Rd & Madison Av,0.10
100 COUNTY LINE RD,Old York Rd & Street Rd - FS,0.11
100 COUNTY LINE RD,Old York Rd & Cypress Rd - FS,0.11
100 COUNTY LINE RD,Old York Rd & Henry Av,0.11
100 COUNTY LINE RD,Old York Rd & 9th Av,0.11
100 COUNTY LINE RD,Old York Rd & 4th Av,0.10
100 COUNTY LINE RD,Old York Rd & 2nd Av,0.10
102R BYBERRY RD,Old York Rd & County Line Rd - FS,0.10
10601 LOCKART RD,Old York Rd & Horsham Rd - FS,0.09
10601 LOCKART RD,Old York Rd & Crooked Billet Rd,0.09
10 WELSH RD,Old York Rd & Fitzwatertown Rd - FS,0.08
9620 PINE RD,Old York Rd & Lakevue Dr,0.07
6500 RISING SUN AVE,Rising Sun Av & Hellerman St ,0.00
9620 PINE RD,Old York Rd & Sampson Av,0.07
9620 PINE RD,Old York Rd & Warren St,0.07
9620 PINE RD,Old York Rd & Cedar Av,0.07
10606 LOCKART RD,Easton Rd & Moreland Av,0.12
9040 PINE RD,Easton Rd & Welsh Rd,0.07
9040 PINE RD,Easton Rd & Rubicam Av,0.07
9040 PINE RD,Easton Rd & Hamilton Av,0.07
9040 PINE RD,Easton Rd & Patane Av,0.07
9040 PINE RD,Easton Rd & Pershing Av,0.07
1631 MCPHERSON ST,Easton Rd & Woodland Rd,0.06
1631 MCPHERSON ST,Easton Rd & Arlington Av,0.06
1631 MCPHERSON ST,Easton Rd & Kenderton Av,0.06
1631 E GOWEN AVE,Easton Rd & Bradfield Rd,0.05
1631 E GOWEN AVE,Easton Rd & Tague Av,0.04
6400 RISING SUN AVE,Rising Sun Av & Levick St ,0.00
6300 RISING SUN AVE,Rising Sun Av & Robbins St ,0.00
6200 RISING SUN AVE,Rising Sun Av & Devereaux Av ,0.00
6000 RISING SUN AVE,Rising Sun Av & Benner St ,0.00
6000 RISING SUN AVE,Rising Sun Av & Comly St ,0.00
5900 RISING SUN AVE,Rising Sun Av & Van Kirk St ,0.00
5800 RISING SUN AVE,Rising Sun Av & Cheltenham Av ,0.00
5720 RISING SUN AVE,Rising Sun Av & Sanger St ,0.00
5700 RISING SUN AVE,Rising Sun Av & Godfrey Av ,0.00
5696 RISING SUN AVE,Rising Sun Av & Adams Av - MBNS,0.00
5690 RISING SUN AVE,Rising Sun Av & Adams Av ,0.00
5660 RISING SUN AVE,Rising Sun & Adams - MBFS,0.00
5648 RISING SUN AVE,Rising Sun Av & Chew Av ,0.00
201 E OLNEY AVE,Olney Av & B St ,0.00
1631 E GOWEN AVE,Easton Rd & Rosemore Av,0.03
1631 E GOWEN AVE,Easton Rd & Mt Carmel Av,0.03
1631 E GOWEN AVE,Easton Rd & Glenside Av,0.03
3200-10 W CHELTENHAM AVE,Easton Rd & Wesley Av,0.02
3200-10 W CHELTENHAM AVE,Easton Rd & Wavlerly Rd,0.02
9001 LYKENS LN,Germantown Pk & Launfall Rd,0.06
950 NORTHWESTERN AVE,Germantown Pk & Chemical Rd - FS,0.05
100 COUNTY LINE RD,Main St & Hart Av,0.20
100 COUNTY LINE RD,Main St & Oakland Av,0.21
100 COUNTY LINE RD,Main St & State St,0.21
100 COUNTY LINE RD,Main St & Broad St,0.21
100 COUNTY LINE RD,Main St & Union St,0.21
100 COUNTY LINE RD,Main St & Spruce St,0.21
100 COUNTY LINE RD,Main St & Veterans Ln,0.21
100 COUNTY LINE RD,Main St & East St,0.22
100 COUNTY LINE RD,Main St & Fonthill Rd,0.22
100 COUNTY LINE RD,Main St & Swamp Rd - MBNS,0.22
100 COUNTY LINE RD,Main St & Fonthill Dr,0.22
100 COUNTY LINE RD,Main St &  Veterans Ln,0.22
100 COUNTY LINE RD,Main St & Spruce St - MBNS,0.21
100 COUNTY LINE RD,Main St & Union St,0.21
100 COUNTY LINE RD,Main St & Broad St,0.21
100 COUNTY LINE RD,Main St & State St,0.21
100 COUNTY LINE RD,Main St & Oakland Av,0.21
100 COUNTY LINE RD,Main St & Bridge St,0.20
100 COUNTY LINE RD,Main St & Hart Av,0.20
950 NORTHWESTERN AVE,Germantown Pk & Meetinghouse Ln,0.05
950 NORTHWESTERN AVE,Germantown Pk & Butler Pk - FS,0.05
950 NORTHWESTERN AVE,Germantown Pk & Marple Ln ,0.04
950 NORTHWESTERN AVE,Germantown Pk & Alden Rd ,0.04
950 NORTHWESTERN AVE,Germantown Pk & Mayflower Rd ,0.04
100 COUNTY LINE RD,Easton Rd & Edison Furlong Rd,0.18
100 COUNTY LINE RD,Easton Rd & Almshouse Rd ,0.18
950 NORTHWESTERN AVE,Germantown Pk & Colonial Dr,0.04
100 COUNTY LINE RD,Easton Rd & Kelly Rd - FS,0.17
100 COUNTY LINE RD,Easton Rd & Bristol Rd,0.16
100 COUNTY LINE RD,Easton Rd & Freedom Way,0.16
100 COUNTY LINE RD,Easton Rd & Shetland Dr,0.16
100 COUNTY LINE RD,Easton Rd & Titus Av - FS,0.15
950 NORTHWESTERN AVE,Germantown Pk & Fairway Rd ,0.03
10601 LOCKART RD,Easton Rd & Maple Av - FS,0.12
70 RED LION RD,Easton Rd & Homestead Av - MBNS,0.11
70 RED LION RD,Easton Rd & Norristown Rd,0.11
10 WELSH RD,Easton Rd & Horsham Rd - 1,0.10
10 WELSH RD,Easton Rd & New Rd,0.10
9620 PINE RD,Easton Rd & Maryland Rd - FS,0.09
9620 PINE RD,Easton Rd & Wyandotte Rd,0.09
950 NORTHWESTERN AVE,Germantown Pk & Warner Rd,0.02
9620 PINE RD,Easton Rd & Fitzwatertown Rd,0.08
9620 PINE RD,Easton Rd & Russell Rd,0.08
9620 PINE RD,Easton Rd & Gilpin Av,0.08
9620 PINE RD,Easton Rd & Ellis Rd,0.08
9620 PINE RD,Easton Rd & Dallas Rd,0.08
9620 PINE RD,Easton Rd & Barrett Rd,0.08
9620 PINE RD,Easton Rd & Summit Av,0.07
9620 PINE RD,Easton Rd & Center Av,0.07
9620 PINE RD,Easton Rd & Park Av,0.07
1619-25 WADSWORTH AVE,Wadsworth Av & Cheltenham Av - FS,0.00
1601 WADSWORTH AVE,Wadsworth Av & Pickering Av,0.00
1501 WADSWORTH AVE,Wadsworth Av & Michener Av,0.00
8401 WILLIAMS AVE,Wadsworth Av & Williams Av,0.00
8401 THOURON AVE,Wadsworth Av & Thouron St,0.00
1201 EASTON RD,Easton Rd & Woolston Av - FS,0.00
1046 TASKER ST,11th St & Tasker St,0.00
1001 S 11TH ST,11th St & Carpenter St,0.00
1201 S 11TH ST,11th St & Federal St ,0.00
1149 S 11TH ST,11th St & Ellsworth St ,0.00
1038 CHRISTIAN ST,11th St & Christian St ,0.00
801-03 S 11TH ST,11th St & Catharine St ,0.00
739 S 11TH ST,11th St & Fitzwater St ,0.00
701 S 11TH ST,11th St & Bainbridge St ,0.00
1048 SOUTH ST,11th St & South St ,0.00
1000-42 LOMBARD ST,11th St & Lombard St ,0.00
1042 PINE ST,11th St & Pine St ,0.00
1034 SPRUCE ST,11th St & Spruce St ,0.00
1008-34 LOCUST ST,11th St & Locust St,0.00
1000-28 WALNUT ST,11th St & Walnut St,0.00
1000-32 CHESTNUT ST,11th St & Chestnut St,0.00
1027 FILBERT ST,11th St & Arch St,0.00
1030-38 RACE ST,11th St & Race St,0.00
227-37 N 11TH ST,11th St & Vine St,0.00
423 N 11TH ST,11th St & Noble St,0.00
429-33 N 11TH ST,11th St & Ridge Av,0.00
1036 SPRING GARDEN ST,11th St & Spring Garden St,0.00
537 N 11TH ST,11th St & Green St ,0.00
641 N 11TH ST,11th St & Wallace St,0.00
687 N 11TH ST,11th St & Fairmount Av,0.00
1001 FAIRMOUNT AVE,11th St & Brown St,0.00
1001 FAIRMOUNT AVE,11th St & Parrish St,0.00
1001 FAIRMOUNT AVE,11th St & Poplar St,0.00
1012-20 W THOMPSON ST,11th St & Thompson St,0.00
1300-50 N 10TH ST,11th St & Master St,0.00
1431-51 N 11TH ST,11th St & Jefferson St,0.00
1559 N 11TH ST,11th St & Oxford St ,0.00
1034 CECIL B MOORE AVE,11th St & Cecil B Moore Av,0.00
1001-33 CECIL B MOORE AVE,11th St & Montgomery Av,0.00
1801-59 N 11TH ST,11th St & Berks St,0.00
1915 N 11TH ST,11th St & Norris St,0.00
2001 N 11TH ST,11th St & Diamond St,0.00
2101-67 N 11TH ST,11th St & Susquehanna Av,0.00
1048 W DAUPHIN ST,11th St & Dauphin St,0.00
1042 W YORK ST,11th St & York St,0.00
2411-43 N 11TH ST,11th St & Cumberland St,0.00
2561 N 11TH ST,11th St & Huntingdon St,0.00
2562 GERMANTOWN AVE,Huntingdon St & Germantown Av,0.00
2757 GERMANTOWN AVE,Germantown Av & Somerset St,0.00
2853-61 GERMANTOWN AVE,Germantown Av & Cambria St,0.00
2901 GERMANTOWN AVE,Germantown Av & Indiana Av,0.00
3067 GERMANTOWN AVE,Germantown Av & Glenwood Av,0.00
3141 GERMANTOWN AVE,Germantown Av & Sedgley Av,0.00
3221-29 GERMANTOWN AVE,Germantown Av & Hilton St,0.00
3253 GERMANTOWN AVE,Germantown Av & Westmoreland St,0.00
3332-60 OLD YORK RD,Germantown Av & Rising Sun Av,0.00
3447 GERMANTOWN AVE,Germantown Av & Tioga St,0.00
3549 GERMANTOWN AVE,Germantown Av & Venango St,0.00
3855-61 GERMANTOWN AVE,Germantown Av & Pike St,0.00
3963-75 GERMANTOWN AVE,Germantown Av & Lycoming St,0.00
4039-43 GERMANTOWN AVE,Germantown Av & Hunting Park Av,0.00
1601 W HUNTING PARK AVE,Germantown Av & Staub St,0.00
4173-75 GERMANTOWN AVE,Germantown Av & Juniata St,0.00
4233 GERMANTOWN AVE,Germantown Av & Saint Paul St,0.00
4359-61 GERMANTOWN AVE,Germantown Av & Dennie St,0.00
4413-21 GERMANTOWN AVE,Germantown Av & 20th St,0.00
4423-51 GERMANTOWN AVE,Germantown Av & Windrim Av,0.00
7800 CITY AVE,Lancaster Av & Manor Av - FS,0.43
7800 CITY AVE,Lancaster Av & Uwchlan Av - FS,0.42
7800 CITY AVE,Lancaster Av & Brown Av - FS,0.41
7800 CITY AVE,Lancaster Av & Black Hawk Cir - FS,0.42
7800 CITY AVE,Lancaster Av & Green St - FS,0.42
7800 CITY AVE,Lancaster Av & Downing Av,0.43
3200-10 W CHELTENHAM AVE,Easton Rd & Royal Av - FS,0.02
1631 E MOUNT PLEASANT AVE,Cheltenham Av & Mt Pleasant Av,0.00
2300 W CHELTENHAM AVE,Cheltenham Av & Washington Ln ,0.00
2202 W CHELTENHAM AVE,Cheltenham Av & Tulpehocken St ,0.00
2142 W CHELTENHAM AVE,Cheltenham Av & Williams Way,0.00
2000 W CHELTENHAM AVE,Cheltenham Av & 20th St ,0.00
7456 ANDREWS AVE,Cheltenham Av & Andrews Av,0.00
1900-06 W CHELTENHAM AVE,Cheltenham Av & 19th St ,0.00
6500-90 OLD YORK RD,Old York Rd & 65th Av,0.00
6400 OLD YORK RD,Old York Rd & Chelten Av,0.00
6200 OLD YORK RD,Old York Rd & Godfrey Av,0.00
6000-20 OLD YORK RD,Old York Rd & Champlost Av,0.00
2714 W CHELTENHAM AVE,Cheltenham Av & Greenwood St,0.00
2800 W CHELTENHAM AVE,Cheltenham Av & Vernon Rd - FS,0.00
3016 W CHELTENHAM AVE,Cheltenham Av & Mt Pleasant Av - MBFS,0.00
3120 W CHELTENHAM AVE,Cheltenham Av & Mt Airy Av - FS,0.00
1630 ELAINE ST,Easton Rd & East Av,0.06
1631 E GOWEN AVE,Easton Rd & Susquehanna Rd - MBNS,0.06
1631 E GOWEN AVE,Easton Rd & Tyson Av,0.05
3200-10 W CHELTENHAM AVE,Easton Rd & Royal Av - FS,0.02
100 COUNTY LINE RD,Street Rd & Cathrine St,0.10
100 COUNTY LINE RD,Old York Rd & 7th Av,0.10
11118 HENDRIX ST,Old York Rd & Summit Av,0.09
11000 RENNARD ST,Old York Rd & Monument Av,0.09
11000 RENNARD ST,Old York Rd & Montgomery Av - FS,0.09
1 TOMLINSON RD,Old York Rd & Moreland Av,0.09
10616 LOCKART RD,Old York Rd & Lehman Av - FS,0.09
1 RED LION RD,Old York Rd & Newington Dr,0.08
9620 PINE RD,Old York Rd & Fairhill St - FS,0.07
9620 PINE RD,Old York Rd & Lincoln Av,0.07
9620 PINE RD,Old York Rd & Summit Av,0.07
1631 E GOWEN AVE,Easton Rd & Oakdale Av,0.03
3200-10 W CHELTENHAM AVE,Easton Rd & Toxony Av - FS,0.02
3200-10 W CHELTENHAM AVE,Easton Rd & Springhouse Ln ,0.02
5601 N 2ND ST,Olney Av & 2nd St,0.00
235 W OLNEY AVE,Olney Av & American St - FS,0.00
315-17 W OLNEY AVE,Olney Av & 4th St ,0.00
5601-05 N 5TH ST,Olney Av & 5th St,0.00
547 W OLNEY AVE,Olney Av & 6th St ,0.00
635 W OLNEY AVE,Olney Av & 7th St ,0.00
851 W OLNEY AVE,Olney Av & Wagner Av ,0.00
5601 N 10TH ST,Olney Av & 10th St ,0.00
5547 CHEW AVE,Chew Av & Locust Av ,0.00
5739 CHEW AVE,Chew Av & Price St ,0.00
5815 CHEW AVE,Chew Av & Rittenhouse St ,0.00
5835 CHEW AVE,Chew Av & Haines St,0.00
5940 AVONHOE RD,Chew Av & High St,0.00
6141 CHEW AVE,Chew Av & Walnut Ln ,0.00
8301 RODNEY ST,Easton Rd & Rodney St,0.00
8301 MANSFIELD AVE,Mt Airy Av & Mansfield Av,0.00
605 E MOUNT PLEASANT AVE,Mt Pleasant Av & Crittenden St,0.00
501 E MOUNT PLEASANT AVE,Mt Pleasant Av & Anderson St,0.00
6930 CHESTER AVE,Chester Av & 70th St,0.00
1800 LARRY ST,Chester Av & 70th St,0.00
401 E MOUNT PLEASANT AVE,Mt Pleasant Av & Ardleigh St,0.00
301 E MOUNT PLEASANT AVE,Mt Pleasant Av & Sprague St - NS,0.00
7101 BOYER ST,Mt Pleasant Av & Boyer St,0.00
7101 CHEW AVE,Mt Pleasant Av & Chew Av,0.00
31 W MOUNT PLEASANT AVE,Mt Pleasant Av & Bryan St,0.00
137 W MOUNT PLEASANT AVE,Mt Pleasant Av & Mower St ,0.00
237 W MOUNT PLEASANT AVE,Mt Pleasant Av & Cresheim Rd ,0.00
279 W MOUNT PLEASANT AVE,Mt Pleasant Av & Lincoln Dr ,0.00
7101 EMLEN ST,Mt Pleasant Av & Emlen St ,0.00
7101 CHEROKEE ST,Mt Pleasant Av & Cherokee St ,0.00
7101 MCCALLUM ST,Mt Pleasant Av & McCallum St ,0.00
7038 MCCALLUM ST,McCallum St & Glen Echo Rd ,0.00
7020 MCCALLUM ST,McCallum St & Ellett St ,0.00
7000 MCCALLUM ST,McCallum St & Sedgwick St ,0.00
501 CARPENTER LN,McCallum St & Carpenter Ln ,0.00
501 WESTVIEW AVE,McCallum St & Westview Av,0.00
6680 LINCOLN DR,McCallum St & Lincoln Dr ,0.00
6664 LINCOLN DR,Lincoln Dr & Greene St ,0.00
6600 LINCOLN DR,Lincoln Dr & Hortter St,0.00
6439 LINCOLN DR,Wayne Av & Cliveden St,0.00
1608 W ERIE AVE,Erie Av & 16th St,0.00
1500 W ERIE AVE,Erie Av & 15th St,0.00
6401 LINCOLN DR,Wayne Av & Johnson St ,0.00
352 W JOHNSON ST,Johnson St & Sherman St,0.00
4687-89 GERMANTOWN AVE,Germantown Av & Abbottsford Av,0.00
4833-35 GERMANTOWN AVE,Germantown Av & Logan St,0.00
4951 GERMANTOWN AVE,Germantown Av & Seymour St,0.00
5031 GERMANTOWN AVE,Germantown Av & Wister St,0.00
5151 GERMANTOWN AVE,Germantown Av & Ashmead St,0.00
5231-35 GERMANTOWN AVE,Germantown Av & Bringhurst St,0.00
5283 GERMANTOWN AVE,Germantown Av & Penn St,0.00
5335-37 GERMANTOWN AVE,Germantown Av & Coulter St,0.00
5501 GERMANTOWN AVE,Germantown Av & School House Ln,0.00
5555-57 GERMANTOWN AVE,Germantown Av & Armat St,0.00
29-79 E CHELTEN AVE,Germantown Av & Price St,0.00
4301 BYBERRY RD,Knights Rd & Plum Av,0.00
